,mmsi,lon,lat,DateTime
552,672891000,10.2622583333333,37.1597333333333,2022-04-07 02:58:11
554,672891000,10.2622533333333,37.1596133333333,2022-04-07 03:28:31
555,672891000,10.2622933333333,37.1597433333333,2022-04-07 03:40:31
566,672891000,10.2704933333333,37.1573833333333,2022-04-07 06:13:10
568,672891000,10.2709583333333,37.15711,2022-04-07 07:01:10
569,672891000,10.2710766666667,37.15674,2022-04-07 07:24:40
571,672891000,10.2724316666667,37.1564466666667,2022-04-07 08:11:49
575,672891000,10.2787766666667,37.1539233333333,2022-04-07 09:39:31
579,672891000,10.2642333333333,37.1604316666667,2022-04-07 00:39:01
580,672891000,10.2667783333333,37.1581633333333,2022-04-07 01:25:00
583,672891000,10.26228,37.1596966666667,2022-04-07 02:35:49
585,672891000,10.2622766666667,37.1597483333333,2022-04-07 03:12:41
588,672891000,10.26229,37.1593683333333,2022-04-07 03:55:09
593,672891000,10.26391,37.1589383333333,2022-04-07 04:37:01
602,672891000,10.2721833333333,37.1566816666667,2022-04-07 07:48:19
608,672891000,10.26551,37.1636366666667,2022-04-07 10:02:11
609,672891000,10.2698783333333,37.1632683333333,2022-04-07 10:24:31
610,672891000,10.2719333333333,37.1626166666667,2022-04-07 10:48:29
611,672891000,10.2640433333333,37.16038,2022-04-07 00:39:10
613,672891000,10.2616233333333,37.1603283333333,2022-04-07 01:48:40
614,672891000,10.26225,37.159765,2022-04-07 02:12:11
626,672891000,10.2639783333333,37.1591383333333,2022-04-07 04:48:00
628,672891000,10.264105,37.1591616666667,2022-04-07 05:26:29
629,672891000,10.2688633333333,37.157545,2022-04-07 05:49:49
630,672891000,10.2704916666667,37.1573733333333,2022-04-07 06:13:19
631,672891000,10.2709933333333,37.1575966666667,2022-04-07 06:37:09
632,672891000,10.27095,37.1571016666667,2022-04-07 07:01:20
633,672891000,10.271085,37.156715,2022-04-07 07:24:49
635,672891000,10.27243,37.15643,2022-04-07 08:12:01
636,672891000,10.272775,37.1562016666667,2022-04-07 08:36:30
637,672891000,10.2741516666667,37.155405,2022-04-07 09:01:10
639,672891000,10.2788883333333,37.1538566666667,2022-04-07 09:39:39
643,672891000,10.263785,37.1603116666667,2022-04-07 00:39:20
644,672891000,10.2664066666667,37.158205,2022-04-07 01:25:09
647,672891000,10.2622766666667,37.1596933333333,2022-04-07 02:36:00
648,672891000,10.262265,37.159755,2022-04-07 02:58:20
659,672891000,10.2640666666667,37.1590883333333,2022-04-07 05:05:30
666,672891000,10.2721783333333,37.15666,2022-04-07 07:48:30
672,672891000,10.2654933333333,37.1637516666667,2022-04-07 10:02:21
673,672891000,10.2698933333333,37.1632716666667,2022-04-07 10:24:40
675,672891000,10.2635766666667,37.16026,2022-04-07 00:39:30
677,672891000,10.2616766666667,37.1603116666667,2022-04-07 01:48:51
678,672891000,10.2622533333333,37.159755,2022-04-07 02:12:20
682,672891000,10.262255,37.1596133333333,2022-04-07 03:28:39
683,672891000,10.2622933333333,37.1597283333333,2022-04-07 03:40:41
692,672891000,10.2641166666667,37.1591866666667,2022-04-07 05:26:40
693,672891000,10.2688816666667,37.1575233333333,2022-04-07 05:50:00
694,672891000,10.2704866666667,37.157355,2022-04-07 06:13:30
696,672891000,10.27094,37.1570933333333,2022-04-07 07:01:29
699,672891000,10.27243,37.1564166666667,2022-04-07 08:12:10
700,672891000,10.2727833333333,37.1562183333333,2022-04-07 08:36:39
701,672891000,10.2741683333333,37.1554166666667,2022-04-07 09:01:20
703,672891000,10.2790383333333,37.1537816666667,2022-04-07 09:39:51
706,672891000,10.271955,37.162625,2022-04-07 10:48:51
707,672891000,10.26331,37.160195,2022-04-07 00:39:41
708,672891000,10.266,37.158255,2022-04-07 01:25:19
711,672891000,10.262275,37.1596966666667,2022-04-07 02:36:11
717,672891000,10.2631916666667,37.1589333333333,2022-04-07 04:04:40
722,672891000,10.2639833333333,37.1591416666667,2022-04-07 04:48:09
727,672891000,10.2709966666667,37.1575733333333,2022-04-07 06:37:30
729,672891000,10.2710916666667,37.156665,2022-04-07 07:25:11
730,672891000,10.27217,37.1566283333333,2022-04-07 07:48:50
734,672891000,10.2755716666667,37.1553933333333,2022-04-07 09:22:30
736,672891000,10.265515,37.1638483333333,2022-04-07 10:02:29
739,672891000,10.2631116666667,37.1601516666667,2022-04-07 00:39:50
742,672891000,10.2622483333333,37.1597416666667,2022-04-07 02:12:30
745,672891000,10.2622833333333,37.1597466666667,2022-04-07 03:12:50
753,672891000,10.26391,37.1589383333333,2022-04-07 04:37:11
755,672891000,10.2640683333333,37.1590733333333,2022-04-07 05:05:40
756,672891000,10.264115,37.15921,2022-04-07 05:26:51
757,672891000,10.2688966666667,37.1575083333333,2022-04-07 05:50:11
758,672891000,10.2704816666667,37.1573483333333,2022-04-07 06:13:41
763,672891000,10.2724133333333,37.1563983333333,2022-04-07 08:12:19
764,672891000,10.2727866666667,37.156235,2022-04-07 08:36:51
765,672891000,10.2741783333333,37.1554266666667,2022-04-07 09:01:31
769,672891000,10.2699316666667,37.163265,2022-04-07 10:25:00
770,672891000,10.2719583333333,37.1626216666667,2022-04-07 10:49:02
771,672891000,10.2626916666667,37.1600666666667,2022-04-07 00:40:09
772,672891000,10.2656666666667,37.1582983333333,2022-04-07 01:25:29
773,672891000,10.26177,37.16029,2022-04-07 01:49:11
775,672891000,10.2622733333333,37.1596933333333,2022-04-07 02:36:20
776,672891000,10.26227,37.1597716666667,2022-04-07 02:58:31
779,672891000,10.2622883333333,37.1597116666667,2022-04-07 03:40:51
783,672891000,10.2638716666667,37.1589666666667,2022-04-07 04:21:50
792,672891000,10.27093,37.1570833333333,2022-04-07 07:01:51
795,672891000,10.2724116666667,37.15639,2022-04-07 08:12:30
799,672891000,10.2793083333333,37.1536916666667,2022-04-07 09:40:09
800,672891000,10.2655566666667,37.16392,2022-04-07 10:02:41
803,672891000,10.2624566666667,37.1600266666667,2022-04-07 00:40:21
806,672891000,10.2622516666667,37.1597266666667,2022-04-07 02:12:41
810,672891000,10.2622583333333,37.1596083333333,2022-04-07 03:28:50
816,672891000,10.263905,37.1592466666667,2022-04-07 04:30:30
818,672891000,10.2639933333333,37.1591433333333,2022-04-07 04:48:20
820,672891000,10.2641233333333,37.159235,2022-04-07 05:27:01
821,672891000,10.2689033333333,37.1574883333333,2022-04-07 05:50:20
822,672891000,10.27048,37.1573416666667,2022-04-07 06:13:49
823,672891000,10.2709883333333,37.1575466666667,2022-04-07 06:37:49
825,672891000,10.2711066666667,37.1566183333333,2022-04-07 07:25:30
826,672891000,10.2721583333333,37.15659,2022-04-07 07:49:10
828,672891000,10.2728,37.1562566666667,2022-04-07 08:37:01
829,672891000,10.2741883333333,37.15544,2022-04-07 09:01:42
833,672891000,10.2699433333333,37.1632533333333,2022-04-07 10:25:12
834,672891000,10.2719533333333,37.1626233333333,2022-04-07 10:49:11
835,672891000,10.262295,37.15999,2022-04-07 00:40:30
836,672891000,10.2652983333333,37.1583383333333,2022-04-07 01:25:39
837,672891000,10.26182,37.1602783333333,2022-04-07 01:49:19
839,672891000,10.26227,37.159695,2022-04-07 02:36:31
846,672891000,10.2638966666667,37.1591066666667,2022-04-07 04:13:09
851,672891000,10.26407,37.1590733333333,2022-04-07 05:05:50
856,672891000,10.2709283333333,37.1570766666667,2022-04-07 07:02:00
859,672891000,10.2724066666667,37.1563833333333,2022-04-07 08:12:41
863,672891000,10.279415,37.1536583333333,2022-04-07 09:40:19
864,672891000,10.2655983333333,37.163955,2022-04-07 10:02:50
867,672891000,10.2620983333333,37.1599166666667,2022-04-07 00:40:50
870,672891000,10.2622516666667,37.159715,2022-04-07 02:12:49
872,672891000,10.262265,37.1597783333333,2022-04-07 02:58:40
876,672891000,10.262285,37.15938,2022-04-07 03:55:31
885,672891000,10.26891,37.1574716666667,2022-04-07 05:50:30
886,672891000,10.2704833333333,37.15733,2022-04-07 06:13:59
889,672891000,10.2711166666667,37.1565966666667,2022-04-07 07:25:39
890,672891000,10.2721533333333,37.1565766666667,2022-04-07 07:49:20
892,672891000,10.2728066666667,37.1562683333333,2022-04-07 08:37:10
893,672891000,10.2741966666667,37.1554516666667,2022-04-07 09:01:50
898,672891000,10.27195,37.16262,2022-04-07 10:49:21
899,672891000,10.26204,37.15981,2022-04-07 00:41:10
900,672891000,10.26489,37.15839,2022-04-07 01:25:50
906,672891000,10.26227,37.1596116666667,2022-04-07 03:29:10
907,672891000,10.26229,37.1596966666667,2022-04-07 03:41:01
909,672891000,10.2632116666667,37.1589283333333,2022-04-07 04:04:50
913,672891000,10.2639183333333,37.1589383333333,2022-04-07 04:37:20
914,672891000,10.2639916666667,37.1591433333333,2022-04-07 04:48:30
915,672891000,10.264065,37.1590733333333,2022-04-07 05:05:59
916,672891000,10.2641216666667,37.1592466666667,2022-04-07 05:27:11
919,672891000,10.27098,37.15753,2022-04-07 06:38:10
920,672891000,10.27094,37.157075,2022-04-07 07:02:11
923,672891000,10.2724066666667,37.1563816666667,2022-04-07 08:12:49
926,672891000,10.2755966666667,37.1553583333333,2022-04-07 09:22:50
927,672891000,10.27953,37.1536383333333,2022-04-07 09:40:30
929,672891000,10.2699533333333,37.1632316666667,2022-04-07 10:25:30
931,672891000,10.262055,37.1596833333333,2022-04-07 00:41:29
935,672891000,10.2622683333333,37.1597066666667,2022-04-07 02:36:49
943,672891000,10.26387,37.1589633333333,2022-04-07 04:22:00
950,672891000,10.270485,37.157315,2022-04-07 06:14:11
953,672891000,10.271125,37.15657,2022-04-07 07:25:50
954,672891000,10.2721516666667,37.156565,2022-04-07 07:49:30
956,672891000,10.2728216666667,37.1562883333333,2022-04-07 08:37:20
957,672891000,10.2742083333333,37.1554683333333,2022-04-07 09:02:01
960,672891000,10.2657366666667,37.1640083333333,2022-04-07 10:03:10
963,672891000,10.2621033333333,37.159445,2022-04-07 00:42:10
964,672891000,10.264515,37.1584383333333,2022-04-07 01:26:00
965,672891000,10.2619666666667,37.1602466666667,2022-04-07 01:49:51
966,672891000,10.2622533333333,37.1596983333333,2022-04-07 02:13:10
970,672891000,10.2622733333333,37.15961,2022-04-07 03:29:19
980,672891000,10.2641166666667,37.1592516666667,2022-04-07 05:27:20
981,672891000,10.2689283333333,37.1574566666667,2022-04-07 05:50:50
983,672891000,10.270985,37.1575266666667,2022-04-07 06:38:19
987,672891000,10.2724033333333,37.1563683333333,2022-04-07 08:13:01
991,672891000,10.2796033333333,37.1536133333333,2022-04-07 09:40:40
994,672891000,10.2719366666667,37.1626116666667,2022-04-07 10:49:41
995,672891000,10.262105,37.1593766666667,2022-04-07 00:42:20
999,672891000,10.2622616666667,37.15971,2022-04-07 02:37:00
1000,672891000,10.26227,37.1598033333333,2022-04-07 02:58:51
1001,672891000,10.26229,37.1597416666667,2022-04-07 03:13:11
1004,672891000,10.2622833333333,37.1593866666667,2022-04-07 03:55:40
1011,672891000,10.2640766666667,37.1590716666667,2022-04-07 05:06:09
1014,672891000,10.2704816666667,37.1573083333333,2022-04-07 06:14:20
1016,672891000,10.2709366666667,37.1570633333333,2022-04-07 07:02:31
1018,672891000,10.2721516666667,37.1565433333333,2022-04-07 07:49:40
1020,672891000,10.272835,37.1563083333333,2022-04-07 08:37:31
1021,672891000,10.2742166666667,37.15548,2022-04-07 09:02:10
1024,672891000,10.2658083333333,37.1640333333333,2022-04-07 10:03:20
1025,672891000,10.2700033333333,37.16317,2022-04-07 10:25:59
1027,672891000,10.2620783333333,37.159295,2022-04-07 00:42:29
1028,672891000,10.26418,37.1584716666667,2022-04-07 01:26:10
1030,672891000,10.262255,37.15969,2022-04-07 02:13:20
1034,672891000,10.2622716666667,37.1596183333333,2022-04-07 03:29:30
1040,672891000,10.2639033333333,37.1592416666667,2022-04-07 04:30:40
1042,672891000,10.2639866666667,37.1591483333333,2022-04-07 04:48:41
1044,672891000,10.2641216666667,37.159265,2022-04-07 05:27:30
1045,672891000,10.26893,37.1574483333333,2022-04-07 05:51:00
1047,672891000,10.2709816666667,37.157515,2022-04-07 06:38:29
1049,672891000,10.271155,37.1565183333333,2022-04-07 07:26:12
1051,672891000,10.2724033333333,37.1563683333333,2022-04-07 08:13:09
1055,672891000,10.2796816666667,37.1536016666667,2022-04-07 09:40:50
1058,672891000,10.2719333333333,37.1626016666667,2022-04-07 10:49:51
1059,672891000,10.26201,37.1592,2022-04-07 00:42:40
1061,672891000,10.2620166666667,37.1602216666667,2022-04-07 01:50:11
1063,672891000,10.2622633333333,37.1597233333333,2022-04-07 02:37:11
1067,672891000,10.2622916666667,37.1596816666667,2022-04-07 03:41:11
1078,672891000,10.270475,37.1573,2022-04-07 06:14:30
1080,672891000,10.2709266666667,37.1570583333333,2022-04-07 07:02:41
1082,672891000,10.27215,37.15653,2022-04-07 07:49:49
1084,672891000,10.2728383333333,37.156325,2022-04-07 08:37:39
1085,672891000,10.2742283333333,37.1554916666667,2022-04-07 09:02:20
1088,672891000,10.2658933333333,37.16408,2022-04-07 10:03:30
1089,672891000,10.2700316666667,37.1631466666667,2022-04-07 10:26:11
1091,672891000,10.261905,37.1590933333333,2022-04-07 00:42:50
1092,672891000,10.2637766666667,37.1585183333333,2022-04-07 01:26:20
1094,672891000,10.2622433333333,37.159685,2022-04-07 02:13:30
1095,672891000,10.2622683333333,37.1597333333333,2022-04-07 02:37:20
1102,672891000,10.2639033333333,37.1591316666667,2022-04-07 04:13:30
1107,672891000,10.2640783333333,37.15907,2022-04-07 05:06:20
1108,672891000,10.2641216666667,37.1592716666667,2022-04-07 05:27:39
1109,672891000,10.26893,37.1574433333333,2022-04-07 05:51:11
1111,672891000,10.27098,37.1575116666667,2022-04-07 06:38:40
1113,672891000,10.2711633333333,37.1564983333333,2022-04-07 07:26:20
1118,672891000,10.2756283333333,37.1553266666667,2022-04-07 09:23:10
1122,672891000,10.2719316666667,37.16259,2022-04-07 10:50:00
1123,672891000,10.261795,37.15896,2022-04-07 00:43:09
1125,672891000,10.262035,37.16021,2022-04-07 01:50:20
1128,672891000,10.26228,37.15982,2022-04-07 02:59:00
1129,672891000,10.2622866666667,37.1597383333333,2022-04-07 03:13:31
1135,672891000,10.2638683333333,37.1589583333333,2022-04-07 04:22:10
1137,672891000,10.2639283333333,37.158935,2022-04-07 04:37:31
1142,672891000,10.270475,37.1572833333333,2022-04-07 06:14:40
1144,672891000,10.2709233333333,37.1570583333333,2022-04-07 07:02:49
1146,672891000,10.2721566666667,37.1565133333333,2022-04-07 07:49:59
1147,672891000,10.2724,37.15637,2022-04-07 08:13:31
1148,672891000,10.2728483333333,37.1563433333333,2022-04-07 08:37:51
1149,672891000,10.2742383333333,37.1555083333333,2022-04-07 09:02:30
1151,672891000,10.2798016666667,37.1535683333333,2022-04-07 09:41:09
1155,672891000,10.2617316666667,37.1588716666667,2022-04-07 00:43:21
1156,672891000,10.2634633333333,37.15855,2022-04-07 01:26:30
1159,672891000,10.262265,37.1597416666667,2022-04-07 02:37:29
1164,672891000,10.2622883333333,37.1594,2022-04-07 03:55:49
1170,672891000,10.2639883333333,37.1591566666667,2022-04-07 04:48:50
1172,672891000,10.2641233333333,37.1592733333333,2022-04-07 05:27:50
1173,672891000,10.268935,37.1574333333333,2022-04-07 05:51:20
1175,672891000,10.27098,37.1575083333333,2022-04-07 06:38:49
1177,672891000,10.2711733333333,37.1564716666667,2022-04-07 07:26:29
1184,672891000,10.26613,37.1642116666667,2022-04-07 10:03:49
1185,672891000,10.2700783333333,37.16311,2022-04-07 10:26:30
1186,672891000,10.2719316666667,37.1625833333333,2022-04-07 10:50:10
1187,672891000,10.261495,37.1586316666667,2022-04-07 00:43:51
1189,672891000,10.26206,37.1601933333333,2022-04-07 01:50:30
1190,672891000,10.2622633333333,37.159675,2022-04-07 02:13:49
1194,672891000,10.2622766666667,37.1596083333333,2022-04-07 03:29:50
1210,672891000,10.2721616666667,37.1564916666667,2022-04-07 07:50:10
1211,672891000,10.2724016666667,37.1563633333333,2022-04-07 08:13:41
1212,672891000,10.2728583333333,37.15636,2022-04-07 08:38:01
1213,672891000,10.2742483333333,37.1555333333333,2022-04-07 09:02:41
1219,672891000,10.2614583333333,37.158515,2022-04-07 00:44:09
1225,672891000,10.262285,37.159735,2022-04-07 03:13:50
1229,672891000,10.2632733333333,37.158895,2022-04-07 04:05:09
1232,672891000,10.2639083333333,37.1592333333333,2022-04-07 04:30:50
1235,672891000,10.2640816666667,37.1590616666667,2022-04-07 05:06:31
1237,672891000,10.2689316666667,37.15743,2022-04-07 05:51:30
1239,672891000,10.270975,37.1575016666667,2022-04-07 06:39:00
1240,672891000,10.270925,37.1570466666667,2022-04-07 07:03:10
1248,672891000,10.2662616666667,37.1642733333333,2022-04-07 10:04:01
1250,672891000,10.2719183333333,37.1625716666667,2022-04-07 10:50:19
1251,672891000,10.2614216666667,37.1583516666667,2022-04-07 00:44:30
1252,672891000,10.262795,37.1586233333333,2022-04-07 01:26:51
1255,672891000,10.2622733333333,37.1597683333333,2022-04-07 02:37:49
1268,672891000,10.2641216666667,37.1592883333333,2022-04-07 05:28:10
1270,672891000,10.270465,37.1572633333333,2022-04-07 06:15:10
1273,672891000,10.27119,37.15642,2022-04-07 07:26:50
1275,672891000,10.272405,37.1563716666667,2022-04-07 08:13:49
1276,672891000,10.272855,37.1563716666667,2022-04-07 08:38:11
1281,672891000,10.2701183333333,37.1630716666667,2022-04-07 10:26:50
1283,672891000,10.261405,37.1582883333333,2022-04-07 00:44:40
1285,672891000,10.2620933333333,37.1601466666667,2022-04-07 01:50:50
1286,672891000,10.2622633333333,37.15968,2022-04-07 02:14:09
1288,672891000,10.2622816666667,37.15984,2022-04-07 02:59:10
1295,672891000,10.26387,37.1589583333333,2022-04-07 04:22:21
1298,672891000,10.26399,37.1591633333333,2022-04-07 04:49:00
1301,672891000,10.2689366666667,37.157425,2022-04-07 05:51:39
1303,672891000,10.2709783333333,37.1575016666667,2022-04-07 06:39:10
1304,672891000,10.2709266666667,37.1570416666667,2022-04-07 07:03:20
1306,672891000,10.2721716666667,37.1564383333333,2022-04-07 07:50:30
1309,672891000,10.2742666666667,37.1555533333333,2022-04-07 09:03:00
1310,672891000,10.2756633333333,37.155285,2022-04-07 09:23:30
1311,672891000,10.279935,37.153545,2022-04-07 09:41:31
1312,672891000,10.2663983333333,37.16433,2022-04-07 10:04:11
1314,672891000,10.271905,37.1625566666667,2022-04-07 10:50:30
1315,672891000,10.2613966666667,37.1582133333333,2022-04-07 00:44:51
1316,672891000,10.2625183333333,37.1586616666667,2022-04-07 01:27:01
1319,672891000,10.26227,37.1597866666667,2022-04-07 02:38:00
1323,672891000,10.2623033333333,37.159655,2022-04-07 03:41:31
1324,672891000,10.2622883333333,37.1594116666667,2022-04-07 03:56:00
1329,672891000,10.263925,37.1589383333333,2022-04-07 04:37:39
1334,672891000,10.270475,37.15726,2022-04-07 06:15:19
1337,672891000,10.2711933333333,37.1564016666667,2022-04-07 07:27:01
1340,672891000,10.2728733333333,37.156395,2022-04-07 08:38:21
1347,672891000,10.2614116666667,37.1581133333333,2022-04-07 00:45:10
1349,672891000,10.262115,37.16013,2022-04-07 01:51:00
1350,672891000,10.2622566666667,37.1596783333333,2022-04-07 02:14:20
1353,672891000,10.2622916666667,37.1597383333333,2022-04-07 03:14:00
